distortion,level,model,class_name,map_50_95,ap_50,precision_50,recall_50,mean_matched_iou_50,gt_count,prediction_count
GaussNoise,35.0,fine_tuned,motorcycle,0.01267706710339209,0.03748089741100807,0.05714285714285714,0.16216216216216217,0.7011870039499067,37.0,105.0
GaussNoise,35.0,fine_tuned,bus,0.18730234944182425,0.29906067529829905,0.08791208791208792,0.38095238095238093,0.8296663099876407,21.0,91.0
GaussNoise,35.0,fine_tuned,train,0.0029850746268656717,0.019801980198019802,0.023255813953488372,0.6666666666666666,0.5807283802576435,3.0,86.0
GaussNoise,35.0,fine_tuned,truck,0.09439769155853577,0.13120077884934908,0.010617760617760617,0.4782608695652174,0.7174582476561391,23.0,1036.0
GaussNoise,50.0,pretrained,person,0.04299645728869929,0.09389892884775439,0.034759358288770054,0.2,0.6741796087261002,715.0,4114.0
GaussNoise,50.0,pretrained,bicycle,0.006360467100190931,0.01124834132897826,0.02564102564102564,0.025179856115107913,0.6395753898530186,278.0,273.0
GaussNoise,50.0,pretrained,car,0.10257389049782754,0.18153334955989367,0.06641753015118057,0.3438874230430959,0.7152737518929685,1137.0,5887.0
GaussNoise,50.0,pretrained,motorcycle,0.0061988807576409816,0.012483857081360308,0.08695652173913043,0.05405405405405406,0.6608632503941694,37.0,23.0
GaussNoise,50.0,pretrained,bus,0.011551155115511549,0.0165016501650165,0.0625,0.047619047619047616,0.8153401795049111,21.0,16.0
GaussNoise,50.0,pretrained,train,0.0,0.0,0.0,0.0,0.0,3.0,177.0
GaussNoise,50.0,pretrained,truck,0.03840796093102161,0.0627864200047417,0.009411764705882352,0.34782608695652173,0.7807349442654117,23.0,850.0
GaussNoise,50.0,fine_tuned,person,0.08145239843625164,0.1859141784800641,0.015826674861708665,0.43216783216783217,0.6673109577883063,715.0,19524.0
GaussNoise,50.0,fine_tuned,bicycle,0.026647496947959842,0.05418714555474645,0.012736236647493838,0.22302158273381295,0.6469791035340134,278.0,4868.0
GaussNoise,50.0,fine_tuned,car,0.25465158144161903,0.45151040015502436,0.05781529803018675,0.5963060686015831,0.7346430616430234,1137.0,11727.0
GaussNoise,50.0,fine_tuned,motorcycle,0.013771377137713769,0.0459045904590459,0.046153846153846156,0.08108108108108109,0.7255104828481737,37.0,65.0
GaussNoise,50.0,fine_tuned,bus,0.11502941857461182,0.16868647162482997,0.08,0.38095238095238093,0.8067463012087337,21.0,100.0
GaussNoise,50.0,fine_tuned,train,0.0,0.0,0.0,0.0,0.0,3.0,73.0
GaussNoise,50.0,fine_tuned,truck,0.09612544317417546,0.16863801402064094,0.009940357852882704,0.43478260869565216,0.6926314683877492,23.0,1006.0
SevereJPEG,80.0,pretrained,person,0.18613874198890532,0.3460128328003133,0.062184101700107214,0.5678321678321678,0.7258281708674673,715.0,6529.0
SevereJPEG,80.0,pretrained,bicycle,0.09683631202748474,0.18683310311804718,0.06845637583892618,0.3669064748201439,0.6883687969471676,278.0,1490.0
SevereJPEG,80.0,pretrained,car,0.3282162012504835,0.5230164243976059,0.09669749009247028,0.6437994722955145,0.765315143500238,1137.0,7570.0
SevereJPEG,80.0,pretrained,motorcycle,0.05362018639863817,0.13009599946481135,0.06870229007633588,0.24324324324324326,0.6663128929144952,37.0,131.0
SevereJPEG,80.0,pretrained,bus,0.3294076883057764,0.42041611796647643,0.02412280701754386,0.5238095238095238,0.8381462886673081,21.0,456.0
SevereJPEG,80.0,pretrained,train,0.036723672367236726,0.16831683168316833,0.011494252873563218,0.3333333333333333,0.594875202542595,3.0,87.0
