distortion,level,class_id,class_name,iou,class_accuracy,gt_pixels,pred_pixels
MotionBlur,15.0,10,sky,0.9144901512678202,0.9538176555639951,1515341,1510526
MotionBlur,15.0,11,person,0.4354054423054707,0.5667266840339482,512074,444651
MotionBlur,15.0,12,rider,0.2626796839466475,0.43795852144469527,56704,62671
MotionBlur,15.0,13,car,0.83467946318182,0.9475678617758094,2472968,2677768
MotionBlur,15.0,14,truck,0.2694449525435441,0.27973835522498286,94785,30136
MotionBlur,15.0,15,bus,0.0,0.0,11517,0
MotionBlur,15.0,16,train,0.0,,0,45
MotionBlur,15.0,17,motorcycle,0.32905372685846257,0.3840223738932603,138018,76058
MotionBlur,15.0,18,bicycle,0.6039633244602188,0.7901732411756469,392805,431491
MotionBlur,25.0,0,road,0.9210555338465612,0.9515681536840723,13928418,13715258
MotionBlur,25.0,1,sidewalk,0.5630107371934172,0.7114696844969078,2394303,2334822
MotionBlur,25.0,2,building,0.753202403350453,0.8888298704159294,7513655,8031328
MotionBlur,25.0,3,wall,0.5242106402901788,0.6988639097543372,374090,386075
MotionBlur,25.0,4,fence,0.2739188378992977,0.46592417671716724,497156,580122
MotionBlur,25.0,5,pole,0.2412682990494283,0.30462684927493777,655392,371760
MotionBlur,25.0,6,traffic light,0.35908502092812833,0.40290549473023013,136913,71871
MotionBlur,25.0,7,traffic sign,0.4468942248007228,0.47985310518223273,303074,167783
MotionBlur,25.0,8,vegetation,0.783471249550736,0.9052633343616688,5487833,5821028
MotionBlur,25.0,9,terrain,0.5912578753544712,0.6436638441820887,429527,314542
MotionBlur,25.0,10,sky,0.9072638384793715,0.9470343638824529,1515341,1501506
MotionBlur,25.0,11,person,0.3785866862320162,0.5229751949913489,512074,463101
MotionBlur,25.0,12,rider,0.09137246663644505,0.1457392776523702,56704,42003
MotionBlur,25.0,13,car,0.8223210282949863,0.9301272802559516,2472968,2624381
MotionBlur,25.0,14,truck,0.3019653997979398,0.3058711821490742,94785,30218
MotionBlur,25.0,15,bus,0.0,0.0,11517,0
MotionBlur,25.0,16,train,,,0,0
MotionBlur,25.0,17,motorcycle,0.06481481481481481,0.07039661493428394,138018,21602
MotionBlur,25.0,18,bicycle,0.5106906951727602,0.7142857142857143,392805,437173
